Aging,Gender,Customer_Login_type,Sales,Quantity,Discount,Profit,Shipping_Cost,Order_Priority,Payment_method,Gender_enc,Login_enc,Payment_enc,Priority_enc
2.0,Female,Member,196.0,1.0,0.1,114.0,11.4,Medium,credit_card,0,2,0,3
7.0,Female,Member,218.0,1.0,0.4,129.3,12.9,High,credit_card,0,2,0,1
2.0,Male,Member,109.0,4.0,0.1,24.6,2.5,Medium,credit_card,1,2,0,3
8.0,Female,Member,85.0,1.0,0.3,2.5,0.2,High,credit_card,0,2,0,1
4.0,Female,Member,122.0,3.0,0.3,31.0,3.1,Medium,credit_card,0,2,0,3
5.0,Female,Member,224.0,2.0,0.3,130.6,13.1,High,debit_card,0,2,1,1
8.0,Female,Member,213.0,2.0,0.4,116.0,11.6,Medium,credit_card,0,2,0,3
7.0,Female,Member,62.0,1.0,0.5,62.0,6.2,Medium,money_order,0,2,3,3
8.0,Female,Member,228.0,5.0,0.4,102.4,10.2,High,money_order,0,2,3,1
3.0,Female,Member,159.0,5.0,0.4,47.2,4.7,High,money_order,0,2,3,1
9.0,Female,Member,248.0,3.0,0.5,130.8,13.1,Medium,credit_card,0,2,0,3
2.0,Female,Member,196.0,4.0,0.3,92.5,9.2,Medium,credit_card,0,2,0,3
8.0,Female,Member,218.0,5.0,0.5,83.5,8.4,Low,credit_card,0,2,0,2
9.0,Female,Member,109.0,4.0,0.4,11.6,1.2,Medium,money_order,0,2,3,3
1.0,Female,Member,85.0,2.0,0.4,42.5,4.3,Medium,credit_card,0,2,0,3
6.0,Male,Member,122.0,3.0,0.5,23.7,2.4,Medium,credit_card,1,2,0,3
9.0,Female,Member,224.0,5.0,0.3,110.4,11.0,Medium,credit_card,0,2,0,3
7.0,Male,Member,213.0,4.0,0.1,124.5,12.4,Medium,credit_card,1,2,0,3
1.0,Female,Member,62.0,5.0,0.2,12.4,1.2,High,money_order,0,2,3,1
7.0,Male,Member,228.0,5.0,0.5,91.0,9.1,Medium,credit_card,1,2,0,3
9.0,Female,Member,159.0,5.0,0.2,63.1,6.3,Medium,money_order,0,2,3,3
8.0,Female,Member,248.0,3.0,0.1,160.6,16.1,Medium,money_order,0,2,3,3
8.0,Female,Member,196.0,5.0,0.5,67.0,6.7,High,credit_card,0,2,0,1
9.0,Female,Member,218.0,4.0,0.2,120.6,12.1,Medium,credit_card,0,2,0,3
7.0,Female,Member,109.0,5.0,0.1,23.6,2.4,Medium,credit_card,0,2,0,3
3.0,Female,Member,85.0,1.0,0.4,1.6,0.2,Medium,credit_card,0,2,0,3
10.0,Female,Member,122.0,4.0,0.4,22.5,2.2,Medium,credit_card,0,2,0,3
7.0,Female,Member,224.0,4.0,0.2,126.1,12.6,High,e_wallet,0,2,2,1
5.0,Female,Member,213.0,2.0,0.3,120.2,12.0,Medium,money_order,0,2,3,3
8.0,Female,Member,62.0,2.0,0.2,31.0,3.1,High,credit_card,0,2,0,1
9.0,Female,Member,228.0,2.0,0.3,134.3,13.4,Low,credit_card,0,2,0,2
3.0,Female,Member,159.0,5.0,0.4,47.2,4.7,Medium,credit_card,0,2,0,3
6.0,Female,Member,248.0,4.0,0.3,138.2,13.8,High,credit_card,0,2,0,1
3.0,Female,Member,196.0,3.0,0.2,104.2,10.4,Medium,credit_card,0,2,0,3
5.0,Female,Member,218.0,2.0,0.2,129.3,12.9,Medium,credit_card,0,2,0,3
3.0,Female,Member,109.0,2.0,0.2,24.6,2.5,Medium,credit_card,0,2,0,3
10.0,Female,Member,85.0,1.0,0.5,0.8,0.1,Medium,credit_card,0,2,0,3
1.0,Male,Member,122.0,2.0,0.3,34.7,3.5,Medium,credit_card,1,2,0,3
6.0,Female,Member,224.0,5.0,0.1,132.8,13.3,Low,credit_card,0,2,0,2
1.0,Female,Member,213.0,1.0,0.4,124.5,12.4,Medium,credit_card,0,2,0,3
5.0,Female,Member,62.0,4.0,0.5,15.5,1.6,Medium,credit_card,0,2,0,3
3.0,Female,Member,228.0,5.0,0.4,102.4,10.2,Low,credit_card,0,2,0,2
8.0,Female,Member,159.0,1.0,0.3,74.2,7.4,Medium,credit_card,0,2,0,3
9.0,Female,Member,248.0,5.0,0.1,155.6,15.6,Medium,credit_card,0,2,0,3
5.0,Female,Member,196.0,1.0,0.4,108.2,10.8,Medium,credit_card,0,2,0,3
4.0,Female,Member,218.0,5.0,0.4,94.4,9.4,Low,credit_card,0,2,0,2
6.0,Female,Member,109.0,5.0,0.1,23.6,2.4,Medium,credit_card,0,2,0,3
8.0,Female,Member,85.0,2.0,0.2,1.6,0.2,Medium,credit_card,0,2,0,3
8.0,Female,Member,122.0,3.0,0.1,38.3,3.8,Medium,credit_card,0,2,0,3
6.0,Female,Member,224.0,2.0,0.5,121.6,12.2,Medium,credit_card,0,2,0,3
1.0,Female,Member,213.0,3.0,0.2,120.2,12.0,Medium,credit_card,0,2,0,3
3.0,Female,Member,62.0,3.0,0.4,20.7,2.1,High,credit_card,0,2,0,1
8.0,Female,Member,228.0,5.0,0.5,91.0,9.1,High,credit_card,0,2,0,1
3.0,Female,Member,159.0,5.0,0.3,55.2,5.5,Medium,credit_card,0,2,0,3
10.0,Male,Member,248.0,2.0,0.4,148.2,14.8,Medium,e_wallet,1,2,2,3
8.0,Female,Member,196.0,4.0,0.2,100.3,10.0,Medium,money_order,0,2,3,3
1.0,Female,Member,218.0,5.0,0.1,127.1,12.7,Low,credit_card,0,2,0,2
10.0,Female,Member,109.0,5.0,0.2,18.1,1.8,Medium,credit_card,0,2,0,3
1.0,Male,Guest,85.0,1.0,0.4,1.6,0.2,Medium,credit_card,1,1,0,3
6.0,Female,Member,122.0,4.0,0.2,32.2,3.2,High,credit_card,0,2,0,1
1.0,Female,Member,224.0,5.0,0.3,110.4,11.0,Medium,money_order,0,2,3,3
5.0,Female,Member,213.0,1.0,0.1,130.9,13.1,High,money_order,0,2,3,1
5.0,Female,Member,62.0,5.0,0.1,12.4,1.2,Medium,credit_card,0,2,0,3
3.0,Female,Member,228.0,4.0,0.2,129.8,13.0,Medium,credit_card,0,2,0,3
4.0,Female,Member,159.0,1.0,0.4,72.6,7.3,Medium,credit_card,0,2,0,3
1.0,Female,Member,248.0,5.0,0.4,118.4,11.8,Medium,credit_card,0,2,0,3
3.0,Female,Member,196.0,2.0,0.3,104.2,10.4,Medium,money_order,0,2,3,3
1.0,Female,Member,218.0,5.0,0.1,127.1,12.7,High,credit_card,0,2,0,1
2.0,Female,Member,109.0,1.0,0.3,25.7,2.6,Medium,credit_card,0,2,0,3
1.0,Female,Member,85.0,1.0,0.3,2.5,0.2,Medium,credit_card,0,2,0,3
2.0,Female,Member,122.0,3.0,0.1,38.3,3.8,Medium,credit_card,0,2,0,3
10.0,Female,Member,224.0,3.0,0.1,137.3,13.7,Medium,credit_card,0,2,0,3
9.0,Female,Member,213.0,5.0,0.3,101.1,10.1,Medium,credit_card,0,2,0,3
9.0,Female,Member,62.0,1.0,0.2,62.0,6.2,Medium,money_order,0,2,3,3
3.0,Female,Member,228.0,2.0,0.1,143.4,14.3,Medium,credit_card,0,2,0,3
5.0,Female,Member,159.0,1.0,0.3,74.2,7.4,Medium,credit_card,0,2,0,3
9.0,Female,Member,248.0,5.0,0.4,118.4,11.8,Medium,money_order,0,2,3,3
10.0,Female,Member,196.0,1.0,0.3,110.1,11.0,Medium,credit_card,0,2,0,3
10.0,Female,Member,218.0,5.0,0.4,94.4,9.4,Medium,credit_card,0,2,0,3
6.0,Female,Member,109.0,1.0,0.5,23.6,2.4,Medium,money_order,0,2,3,3
7.0,Female,Member,85.0,5.0,0.3,17.0,1.7,Medium,credit_card,0,2,0,3
5.0,Female,Member,122.0,2.0,0.4,32.2,3.2,Medium,money_order,0,2,3,3
6.0,Female,Member,224.0,5.0,0.5,88.0,8.8,Medium,money_order,0,2,3,3
1.0,Female,Member,213.0,1.0,0.5,122.4,12.2,Medium,money_order,0,2,3,3
3.0,Female,Member,62.0,2.0,0.1,31.0,3.1,Medium,credit_card,0,2,0,3
5.0,Female,Member,228.0,4.0,0.5,102.4,10.2,Medium,credit_card,0,2,0,3
6.0,Female,Member,159.0,3.0,0.1,74.2,7.4,Medium,credit_card,0,2,0,3
7.0,Female,Member,248.0,4.0,0.4,128.3,12.8,Medium,credit_card,0,2,0,3
8.0,Female,Member,196.0,2.0,0.1,112.1,11.2,High,money_order,0,2,3,1
2.0,Female,Member,218.0,1.0,0.3,131.5,13.1,High,credit_card,0,2,0,1
1.0,Female,Member,109.0,1.0,0.1,27.9,2.8,Low,credit_card,0,2,0,2
8.0,Male,Member,85.0,5.0,0.3,17.0,1.7,Medium,debit_card,1,2,1,3
5.0,Female,Member,122.0,3.0,0.3,31.0,3.1,Medium,credit_card,0,2,0,3
2.0,Female,Member,224.0,2.0,0.5,121.6,12.2,Medium,credit_card,0,2,0,3
7.0,Female,Member,213.0,1.0,0.4,124.5,12.4,High,money_order,0,2,3,1
1.0,Female,Member,62.0,1.0,0.1,62.0,6.2,Medium,credit_card,0,2,0,3
7.0,Female,Member,228.0,3.0,0.5,113.8,11.4,Medium,credit_card,0,2,0,3
5.0,Female,Member,159.0,1.0,0.4,72.6,7.3,High,credit_card,0,2,0,1
7.0,Female,Member,248.0,5.0,0.1,155.6,15.6,Medium,credit_card,0,2,0,3
8.0,Female,Member,196.0,1.0,0.1,114.0,11.4,Medium,credit_card,0,2,0,3
5.0,Female,Member,218.0,5.0,0.4,94.4,9.4,Medium,e_wallet,0,2,2,3
7.0,Female,Member,109.0,2.0,0.4,20.3,2.0,Medium,credit_card,0,2,0,3
8.0,Female,Member,85.0,5.0,0.5,17.0,1.7,Medium,credit_card,0,2,0,3
8.0,Female,Member,122.0,1.0,0.4,37.1,3.7,Medium,credit_card,0,2,0,3
4.0,Female,Member,224.0,5.0,0.3,110.4,11.0,Medium,e_wallet,0,2,2,3
2.0,Female,Member,213.0,3.0,0.3,113.8,11.4,Medium,credit_card,0,2,0,3
10.0,Female,Member,62.0,5.0,0.2,12.4,1.2,Medium,money_order,0,2,3,3
7.0,Female,Member,228.0,4.0,0.5,102.4,10.2,Medium,credit_card,0,2,0,3
3.0,Female,Member,159.0,5.0,0.5,39.3,3.9,Medium,credit_card,0,2,0,3
10.0,Female,Member,248.0,4.0,0.3,138.2,13.8,Medium,credit_card,0,2,0,3
10.0,Female,Member,196.0,5.0,0.1,106.2,10.6,Medium,money_order,0,2,3,3
2.0,Female,Member,218.0,2.0,0.1,133.6,13.4,High,credit_card,0,2,0,1
8.0,Female,Member,109.0,3.0,0.4,15.9,1.6,High,credit_card,0,2,0,1
4.0,Female,Member,85.0,5.0,0.2,17.0,1.7,Medium,credit_card,0,2,0,3
9.0,Female,Member,122.0,2.0,0.4,32.2,3.2,Medium,credit_card,0,2,0,3
5.0,Female,Member,224.0,2.0,0.2,135.0,13.5,Medium,money_order,0,2,3,3
7.0,Female,Member,213.0,1.0,0.1,130.9,13.1,High,credit_card,0,2,0,1
10.0,Female,Member,62.0,3.0,0.5,20.7,2.1,Medium,credit_card,0,2,0,3
8.0,Male,Member,228.0,4.0,0.5,102.4,10.2,Medium,credit_card,1,2,0,3
8.0,Female,Member,159.0,1.0,0.2,75.8,7.6,Low,credit_card,0,2,0,2
7.0,Female,Member,248.0,3.0,0.2,153.1,15.3,Medium,credit_card,0,2,0,3
1.0,Female,Member,196.0,3.0,0.2,104.2,10.4,Medium,credit_card,0,2,0,3
4.0,Female,Member,218.0,4.0,0.1,129.3,12.9,Medium,credit_card,0,2,0,3
1.0,Female,Member,109.0,1.0,0.1,27.9,2.8,Medium,money_order,0,2,3,3
7.0,Female,Member,85.0,4.0,0.5,21.3,2.1,Medium,credit_card,0,2,0,3
5.0,Female,Member,122.0,3.0,0.3,31.0,3.1,Medium,money_order,0,2,3,3
10.0,Female,Member,224.0,5.0,0.2,121.6,12.2,Medium,credit_card,0,2,0,3
3.0,Female,Member,213.0,4.0,0.3,107.4,10.7,Medium,e_wallet,0,2,2,3
4.0,Female,Member,62.0,4.0,0.2,15.5,1.6,Medium,credit_card,0,2,0,3
8.0,Female,Member,228.0,2.0,0.2,138.9,13.9,Medium,money_order,0,2,3,3
8.0,Male,Member,159.0,2.0,0.4,66.3,6.6,Medium,credit_card,1,2,0,3
10.0,Female,Member,248.0,5.0,0.2,143.2,14.3,Medium,credit_card,0,2,0,3
2.0,Female,Member,196.0,2.0,0.1,112.1,11.2,Medium,money_order,0,2,3,3
2.0,Female,Member,218.0,2.0,0.5,116.2,11.6,High,credit_card,0,2,0,1
8.0,Female,Member,109.0,2.0,0.5,18.1,1.8,Medium,credit_card,0,2,0,3
1.0,Female,Member,85.0,4.0,0.4,21.3,2.1,Medium,money_order,0,2,3,3
5.0,Female,Member,122.0,2.0,0.3,34.7,3.5,Medium,money_order,0,2,3,3
2.0,Female,Member,224.0,1.0,0.1,141.8,14.2,Medium,credit_card,0,2,0,3
10.0,Female,Member,213.0,4.0,0.4,98.9,9.9,High,credit_card,0,2,0,1
3.0,Female,Member,62.0,3.0,0.2,20.7,2.1,Low,credit_card,0,2,0,2
7.0,Female,Member,228.0,5.0,0.1,136.6,13.7,Medium,money_order,0,2,3,3
1.0,Female,Member,159.0,3.0,0.4,59.9,6.0,Medium,credit_card,0,2,0,3
10.0,Female,Member,248.0,1.0,0.5,155.6,15.6,Medium,credit_card,0,2,0,3
4.0,Female,Member,196.0,4.0,0.5,76.8,7.7,Medium,credit_card,0,2,0,3
4.0,Female,Member,218.0,1.0,0.1,135.8,13.6,Medium,credit_card,0,2,0,3
3.0,Female,Member,109.0,4.0,0.4,11.6,1.2,High,money_order,0,2,3,1
3.0,Female,First SignUp,85.0,4.0,0.3,21.3,2.1,Medium,credit_card,0,0,0,3
6.0,Female,Member,122.0,1.0,0.4,37.1,3.7,Low,money_order,0,2,3,2
5.0,Female,Member,224.0,4.0,0.4,108.2,10.8,Medium,credit_card,0,2,0,3
5.0,Female,Member,213.0,5.0,0.3,101.1,10.1,Medium,credit_card,0,2,0,3
7.0,Female,Member,62.0,2.0,0.3,31.0,3.1,Low,credit_card,0,2,0,2
5.0,Male,Member,228.0,1.0,0.3,141.2,14.1,Medium,e_wallet,1,2,2,3
10.0,Female,Member,159.0,3.0,0.4,59.9,6.0,High,credit_card,0,2,0,1
7.0,Female,Member,248.0,1.0,0.3,160.6,16.1,Medium,money_order,0,2,3,3
8.0,Female,Member,196.0,5.0,0.5,67.0,6.7,Medium,credit_card,0,2,0,3
3.0,Female,Member,218.0,5.0,0.1,127.1,12.7,Medium,credit_card,0,2,0,3
1.0,Male,Guest,109.0,3.0,0.1,25.7,2.6,Medium,credit_card,1,1,0,3
3.0,Female,Member,85.0,1.0,0.5,0.8,0.1,Medium,money_order,0,2,3,3
7.0,Female,Member,122.0,2.0,0.2,37.1,3.7,Medium,credit_card,0,2,0,3
8.0,Female,Member,224.0,5.0,0.5,88.0,8.8,Medium,credit_card,0,2,0,3
9.0,Male,Member,213.0,4.0,0.1,124.5,12.4,Medium,credit_card,1,2,0,3
4.0,Female,Member,62.0,1.0,0.3,62.0,6.2,Medium,money_order,0,2,3,3
7.0,Female,Member,228.0,5.0,0.3,113.8,11.4,Medium,credit_card,0,2,0,3
6.0,Female,Member,159.0,4.0,0.5,47.2,4.7,Medium,credit_card,0,2,0,3
4.0,Female,Member,248.0,3.0,0.4,138.2,13.8,Medium,money_order,0,2,3,3
2.0,Female,Member,196.0,3.0,0.4,92.5,9.2,Medium,credit_card,0,2,0,3
8.0,Female,Member,218.0,3.0,0.3,118.4,11.8,High,credit_card,0,2,0,1
9.0,Male,Member,109.0,1.0,0.1,27.9,2.8,Medium,money_order,1,2,3,3
8.0,Female,Member,85.0,3.0,0.1,2.5,0.2,Medium,credit_card,0,2,0,3
4.0,Female,Member,122.0,3.0,0.3,31.0,3.1,Medium,credit_card,0,2,0,3
4.0,Female,Member,224.0,2.0,0.2,135.0,13.5,Medium,credit_card,0,2,0,3
8.0,Female,Member,213.0,1.0,0.3,126.6,12.7,Medium,credit_card,0,2,0,3
3.0,Female,Member,62.0,1.0,0.4,62.0,6.2,Medium,credit_card,0,2,0,3
4.0,Female,Member,228.0,1.0,0.2,143.4,14.3,Medium,money_order,0,2,3,3
9.0,Male,Member,159.0,2.0,0.5,63.1,6.3,Medium,credit_card,1,2,0,3
7.0,Female,Member,248.0,4.0,0.1,158.1,15.8,Medium,credit_card,0,2,0,3
3.0,Female,Member,196.0,3.0,0.1,110.1,11.0,Medium,credit_card,0,2,0,3
5.0,Female,Member,218.0,2.0,0.4,120.6,12.1,Medium,credit_card,0,2,0,3
5.0,Male,Member,109.0,1.0,0.5,23.6,2.4,Medium,credit_card,1,2,0,3
4.0,Female,Member,85.0,3.0,0.5,28.3,2.8,Medium,credit_card,0,2,0,3
2.0,Male,Member,122.0,4.0,0.1,37.1,3.7,Medium,credit_card,1,2,0,3
7.0,Female,Member,224.0,4.0,0.2,126.1,12.6,Medium,credit_card,0,2,0,3
3.0,Male,Member,213.0,1.0,0.5,122.4,12.2,Medium,credit_card,1,2,0,3
2.0,Male,Member,62.0,5.0,0.3,12.4,1.2,Medium,credit_card,1,2,0,3
6.0,Female,Member,228.0,5.0,0.1,136.6,13.7,Medium,credit_card,0,2,0,3
5.0,Female,Member,159.0,2.0,0.1,75.8,7.6,Medium,credit_card,0,2,0,3
7.0,Female,Member,248.0,2.0,0.4,148.2,14.8,Medium,credit_card,0,2,0,3
4.0,Female,Member,196.0,1.0,0.2,112.1,11.2,Low,money_order,0,2,3,2
9.0,Female,Member,218.0,4.0,0.3,111.8,11.2,Medium,credit_card,0,2,0,3
8.0,Female,Member,109.0,1.0,0.5,23.6,2.4,Low,money_order,0,2,3,2
2.0,Female,Member,85.0,3.0,0.1,2.5,0.2,Medium,money_order,0,2,3,3
5.0,Female,Member,122.0,3.0,0.4,27.4,2.7,Medium,credit_card,0,2,0,3
9.0,Female,Member,224.0,1.0,0.5,132.8,13.3,Medium,money_order,0,2,3,3
10.0,Male,Member,213.0,5.0,0.5,79.8,8.0,Medium,credit_card,1,2,0,3
3.0,Female,Member,62.0,3.0,0.3,20.7,2.1,Medium,credit_card,0,2,0,3
7.0,Male,Member,228.0,3.0,0.4,120.6,12.1,High,credit_card,1,2,0,1
2.0,Female,Member,159.0,2.0,0.2,72.6,7.3,Medium,e_wallet,0,2,2,3
5.0,Female,Member,248.0,3.0,0.1,160.6,16.1,Medium,credit_card,0,2,0,3
7.0,Male,Member,196.0,3.0,0.4,92.5,9.2,Medium,money_order,1,2,3,3
2.0,Female,Member,218.0,4.0,0.1,129.3,12.9,Medium,credit_card,0,2,0,3
7.0,Female,Member,109.0,4.0,0.1,24.6,2.5,High,money_order,0,2,3,1
1.0,Female,Member,85.0,4.0,0.4,21.3,2.1,Medium,credit_card,0,2,0,3
5.0,Female,Member,122.0,4.0,0.1,37.1,3.7,Medium,credit_card,0,2,0,3
5.0,Female,Member,224.0,4.0,0.4,108.2,10.8,Medium,money_order,0,2,3,3
6.0,Female,Member,213.0,5.0,0.1,122.4,12.2,High,credit_card,0,2,0,1
2.0,Female,Member,62.0,5.0,0.2,12.4,1.2,Medium,credit_card,0,2,0,3
3.0,Female,Member,228.0,5.0,0.3,113.8,11.4,Medium,credit_card,0,2,0,3
2.0,Female,Member,159.0,2.0,0.4,66.3,6.6,High,credit_card,0,2,0,1
6.0,Female,Member,248.0,4.0,0.3,138.2,13.8,Medium,credit_card,0,2,0,3
1.0,Female,Member,196.0,4.0,0.4,84.6,8.5,Medium,money_order,0,2,3,3
10.0,Female,Member,218.0,5.0,0.1,127.1,12.7,Medium,credit_card,0,2,0,3
10.0,Female,Member,109.0,2.0,0.4,20.3,2.0,High,credit_card,0,2,0,1
8.0,Female,Member,85.0,3.0,0.2,28.3,2.8,Medium,money_order,0,2,3,3
9.0,Female,Member,122.0,5.0,0.3,23.7,2.4,High,money_order,0,2,3,1
3.0,Female,Member,224.0,5.0,0.5,88.0,8.8,Medium,credit_card,0,2,0,3
6.0,Female,Member,213.0,2.0,0.5,111.7,11.2,High,credit_card,0,2,0,1
10.0,Female,Member,62.0,2.0,0.4,31.0,3.1,Medium,credit_card,0,2,0,3
1.0,Female,Member,228.0,1.0,0.2,143.4,14.3,Medium,credit_card,0,2,0,3
9.0,Female,Member,159.0,1.0,0.5,71.1,7.1,Medium,credit_card,0,2,0,3
4.0,Female,Member,248.0,3.0,0.2,153.1,15.3,Medium,credit_card,0,2,0,3
8.0,Female,Member,196.0,2.0,0.4,100.3,10.0,Medium,debit_card,0,2,1,3
2.0,Female,Member,218.0,5.0,0.3,105.3,10.5,Medium,credit_card,0,2,0,3
5.0,Female,Member,109.0,4.0,0.1,24.6,2.5,Medium,credit_card,0,2,0,3
6.0,Female,Member,85.0,5.0,0.3,17.0,1.7,High,credit_card,0,2,0,1
10.0,Female,Member,122.0,4.0,0.1,37.1,3.7,Medium,credit_card,0,2,0,3
7.0,Female,Member,224.0,3.0,0.5,110.4,11.0,High,credit_card,0,2,0,1
7.0,Female,Member,213.0,3.0,0.2,120.2,12.0,High,credit_card,0,2,0,1
5.0,Female,Member,62.0,5.0,0.5,12.4,1.2,High,credit_card,0,2,0,1
10.0,Male,Guest,228.0,4.0,0.2,129.8,13.0,Medium,money_order,1,1,3,3
9.0,Female,Member,159.0,2.0,0.1,75.8,7.6,Medium,money_order,0,2,3,3
2.0,Female,Member,248.0,2.0,0.3,153.1,15.3,High,credit_card,0,2,0,1
10.0,Female,Member,196.0,2.0,0.5,96.4,9.6,Medium,credit_card,0,2,0,3
2.0,Female,Member,218.0,4.0,0.5,94.4,9.4,Medium,money_order,0,2,3,3
1.0,Female,Member,109.0,1.0,0.5,23.6,2.4,Low,credit_card,0,2,0,2
9.0,Female,Member,85.0,4.0,0.4,21.3,2.1,Medium,credit_card,0,2,0,3
6.0,Female,Member,122.0,2.0,0.5,29.8,3.0,Low,credit_card,0,2,0,2
3.0,Female,Member,224.0,1.0,0.5,132.8,13.3,High,credit_card,0,2,0,1
5.0,Female,Member,213.0,3.0,0.2,120.2,12.0,Low,debit_card,0,2,1,2
5.0,Female,Member,62.0,2.0,0.4,31.0,3.1,Medium,money_order,0,2,3,3
7.0,Female,Member,228.0,3.0,0.4,120.6,12.1,Medium,credit_card,0,2,0,3
9.0,Female,Member,159.0,3.0,0.1,74.2,7.4,Medium,credit_card,0,2,0,3
6.0,Female,Member,248.0,1.0,0.5,155.6,15.6,Medium,money_order,0,2,3,3
5.0,Female,Member,196.0,3.0,0.1,110.1,11.0,Medium,credit_card,0,2,0,3
4.0,Female,Member,218.0,1.0,0.2,133.6,13.4,Medium,credit_card,0,2,0,3
10.0,Female,Member,109.0,4.0,0.1,24.6,2.5,Medium,e_wallet,0,2,2,3
8.0,Female,Member,85.0,5.0,0.1,0.8,0.1,High,credit_card,0,2,0,1
7.0,Female,Member,122.0,3.0,0.4,27.4,2.7,Medium,money_order,0,2,3,3
10.0,Female,Member,224.0,1.0,0.3,137.3,13.7,High,credit_card,0,2,0,1
9.0,Male,Member,213.0,2.0,0.4,116.0,11.6,Medium,credit_card,1,2,0,3
5.0,Female,Member,62.0,1.0,0.3,62.0,6.2,Medium,credit_card,0,2,0,3
6.0,Female,Member,228.0,3.0,0.5,113.8,11.4,Low,credit_card,0,2,0,2
8.0,Female,Member,159.0,5.0,0.3,55.2,5.5,High,money_order,0,2,3,1
8.0,Female,Member,248.0,5.0,0.2,143.2,14.3,Medium,money_order,0,2,3,3
3.0,Female,Member,196.0,3.0,0.3,98.4,9.8,Medium,credit_card,0,2,0,3
6.0,Female,Member,218.0,2.0,0.1,133.6,13.4,Medium,credit_card,0,2,0,3
6.0,Female,Member,109.0,3.0,0.3,19.2,1.9,Medium,credit_card,0,2,0,3
4.0,Female,Member,85.0,3.0,0.4,28.3,2.8,Medium,credit_card,0,2,0,3
3.0,Female,Member,122.0,4.0,0.2,32.2,3.2,High,credit_card,0,2,0,1
7.0,Female,Member,224.0,2.0,0.2,135.0,13.5,Medium,money_order,0,2,3,3
8.0,Female,Member,213.0,2.0,0.2,124.5,12.4,Medium,money_order,0,2,3,3
5.0,Female,Member,62.0,4.0,0.2,15.5,1.6,High,credit_card,0,2,0,1
9.0,Female,Member,228.0,3.0,0.2,134.3,13.4,Medium,e_wallet,0,2,2,3
8.0,Female,Member,159.0,3.0,0.5,55.2,5.5,High,money_order,0,2,3,1
2.0,Female,Member,248.0,1.0,0.4,158.1,15.8,Low,credit_card,0,2,0,2
4.0,Female,Member,196.0,5.0,0.3,86.6,8.7,Low,e_wallet,0,2,2,2
5.0,Female,Member,218.0,5.0,0.5,83.5,8.4,Medium,credit_card,0,2,0,3
9.0,Female,Member,109.0,2.0,0.4,20.3,2.0,High,credit_card,0,2,0,1
6.0,Female,Member,85.0,4.0,0.2,21.3,2.1,Medium,credit_card,0,2,0,3
2.0,Female,Member,122.0,2.0,0.5,29.8,3.0,Medium,debit_card,0,2,1,3
2.0,Female,Member,224.0,2.0,0.5,121.6,12.2,High,credit_card,0,2,0,1
8.0,Female,Member,213.0,4.0,0.5,90.4,9.0,Medium,credit_card,0,2,0,3
4.0,Female,Member,62.0,1.0,0.3,62.0,6.2,Medium,credit_card,0,2,0,3
9.0,Female,Member,228.0,3.0,0.1,141.2,14.1,Medium,money_order,0,2,3,3
3.0,Female,Member,159.0,1.0,0.3,74.2,7.4,Medium,money_order,0,2,3,3
5.0,Female,Member,248.0,5.0,0.4,118.4,11.8,Medium,credit_card,0,2,0,3
10.0,Female,Member,196.0,4.0,0.3,92.5,9.2,Medium,money_order,0,2,3,3
9.0,Female,Member,218.0,1.0,0.5,127.1,12.7,Medium,credit_card,0,2,0,3
1.0,Female,Member,109.0,1.0,0.5,23.6,2.4,Medium,credit_card,0,2,0,3
1.0,Female,Member,85.0,3.0,0.4,28.3,2.8,Medium,e_wallet,0,2,2,3
1.0,Female,Member,122.0,5.0,0.1,35.9,3.6,Medium,credit_card,0,2,0,3
10.0,Female,Member,224.0,2.0,0.4,126.1,12.6,Medium,credit_card,0,2,0,3
10.0,Female,Member,213.0,2.0,0.1,128.7,12.9,Low,credit_card,0,2,0,2
4.0,Female,Member,62.0,5.0,0.4,12.4,1.2,Medium,credit_card,0,2,0,3
10.0,Female,Member,228.0,3.0,0.4,120.6,12.1,Medium,credit_card,0,2,0,3
3.0,Female,Member,159.0,5.0,0.1,71.1,7.1,High,credit_card,0,2,0,1
8.0,Female,Member,248.0,1.0,0.2,163.0,16.3,High,e_wallet,0,2,2,1
6.0,Female,Member,196.0,2.0,0.1,112.1,11.2,Medium,money_order,0,2,3,3
9.0,Female,Member,218.0,3.0,0.2,124.9,12.5,Medium,credit_card,0,2,0,3
7.0,Male,Member,109.0,1.0,0.2,26.8,2.7,High,credit_card,1,2,0,1
5.0,Female,Member,85.0,1.0,0.5,0.8,0.1,Medium,money_order,0,2,3,3
10.0,Female,Member,122.0,2.0,0.4,32.2,3.2,High,credit_card,0,2,0,1
5.0,Female,Member,224.0,1.0,0.4,135.0,13.5,Medium,credit_card,0,2,0,3
1.0,Male,Member,213.0,3.0,0.1,126.6,12.7,Medium,credit_card,1,2,0,3
5.0,Female,Member,62.0,3.0,0.2,20.7,2.1,Medium,credit_card,0,2,0,3
5.0,Female,Member,228.0,4.0,0.2,129.8,13.0,Medium,credit_card,0,2,0,3
10.0,Female,Member,159.0,2.0,0.3,69.5,6.9,Medium,credit_card,0,2,0,3
7.0,Female,Member,248.0,1.0,0.2,163.0,16.3,Low,credit_card,0,2,0,2
7.0,Female,Member,196.0,5.0,0.1,106.2,10.6,Low,credit_card,0,2,0,2
3.0,Female,Member,218.0,2.0,0.5,116.2,11.6,Low,credit_card,0,2,0,2
